"","V1","V2"
"273","1978-09","138.9"
"274","1978-10","172.1"
"275","1978-11","198.4"
"276","1978-12","217.8"
"277","1979-01","173.7"
"278","1979-02","153.8"
"279","1979-03","175.6"
"280","1979-04","147.1"
"281","1979-05","160.3"
"282","1979-06","135.2"
"283","1979-07","148.8"
"284","1979-08","151"
"285","1979-09","148.2"
"286","1979-10","182.2"
"287","1979-11","189.2"
"288","1979-12","183.1"
"289","1980-01","170"
"290","1980-02","158.4"
"291","1980-03","176.1"
"292","1980-04","156.2"
"293","1980-05","153.2"
"294","1980-06","117.9"
"295","1980-07","149.8"
"296","1980-08","156.6"
"297","1980-09","166.7"
"298","1980-10","156.8"
"299","1980-11","158.6"
"300","1980-12","210.8"
"301","1981-01","203.6"
"302","1981-02","175.2"
"303","1981-03","168.7"
"304","1981-04","155.9"
"305","1981-05","147.3"
"306","1981-06","137"
"307","1981-07","141.1"
"308","1981-08","167.4"
"309","1981-09","160.2"
"310","1981-10","191.9"
"311","1981-11","174.4"
"312","1981-12","208.2"
"313","1982-01","159.4"
"314","1982-02","161.1"
"315","1982-03","172.1"
"316","1982-04","158.4"
"317","1982-05","114.6"
"318","1982-06","159.6"
"319","1982-07","159.7"
"320","1982-08","159.4"
"321","1982-09","160.7"
"322","1982-10","165.5"
"323","1982-11","205"
"324","1982-12","205.2"
"325","1983-01","141.6"
"326","1983-02","148.1"
"327","1983-03","184.9"
"328","1983-04","132.5"
"329","1983-05","137.3"
"330","1983-06","135.5"
"331","1983-07","121.7"
"332","1983-08","166.1"
"333","1983-09","146.8"
"334","1983-10","162.8"
"335","1983-11","186.8"
"336","1983-12","185.5"
"337","1984-01","151.5"
"338","1984-02","158.1"
"339","1984-03","143"
"340","1984-04","151.2"
"341","1984-05","147.6"
"342","1984-06","130.7"
"343","1984-07","137.5"
"344","1984-08","146.1"
"345","1984-09","133.6"
"346","1984-10","167.9"
"347","1984-11","181.9"
"348","1984-12","202"
"349","1985-01","166.5"
"350","1985-02","151.3"
"351","1985-03","146.2"
"352","1985-04","148.3"
"353","1985-05","144.7"
"354","1985-06","123.6"
"355","1985-07","151.6"
"356","1985-08","133.9"
"357","1985-09","137.4"
"358","1985-10","181.6"
"359","1985-11","182"
"360","1985-12","190"
"361","1986-01","161.2"
"362","1986-02","155.5"
"363","1986-03","141.9"
"364","1986-04","164.6"
"365","1986-05","136.2"
"366","1986-06","126.8"
"367","1986-07","152.5"
"368","1986-08","126.6"
"369","1986-09","150.1"
"370","1986-10","186.3"
"371","1986-11","147.5"
"372","1986-12","200.4"
"373","1987-01","177.2"
"374","1987-02","127.4"
"375","1987-03","177.1"
"376","1987-04","154.4"
"377","1987-05","135.2"
"378","1987-06","126.4"
"379","1987-07","147.3"
"380","1987-08","140.6"
"381","1987-09","152.3"
"382","1987-10","151.2"
"383","1987-11","172.2"
"384","1987-12","215.3"
"385","1988-01","154.1"
"386","1988-02","159.3"
"387","1988-03","160.4"
"388","1988-04","151.9"
"389","1988-05","148.4"
"390","1988-06","139.6"
"391","1988-07","148.2"
"392","1988-08","153.5"
"393","1988-09","145.1"
"394","1988-10","183.7"
"395","1988-11","210.5"
"396","1988-12","203.3"
"397","1989-01","153.3"
"398","1989-02","144.3"
"399","1989-03","169.6"
"400","1989-04","143.7"
"401","1989-05","160.1"
"402","1989-06","135.6"
"403","1989-07","141.8"
"404","1989-08","159.9"
"405","1989-09","145.7"
"406","1989-10","183.5"
"407","1989-11","198.2"
"408","1989-12","186.8"
"409","1990-01","172"
"410","1990-02","150.6"
"411","1990-03","163.3"
"412","1990-04","153.7"
"413","1990-05","152.9"
"414","1990-06","135.5"
"415","1990-07","148.5"
"416","1990-08","148.4"
"417","1990-09","133.6"
"418","1990-10","194.1"
"419","1990-11","208.6"
"420","1990-12","197.3"
"421","1991-01","164.4"
"422","1991-02","148.1"
"423","1991-03","152"
"424","1991-04","144.1"
"425","1991-05","155"
"426","1991-06","124.5"
"427","1991-07","153"
"428","1991-08","146"
"429","1991-09","138"
"430","1991-10","190"
"431","1991-11","192"
"432","1991-12","192"
"433","1992-01","147"
"434","1992-02","133"
"435","1992-03","163"
