"","V1","V2"
"173","1970-05","5002"
"174","1970-06","5091"
"175","1970-07","5471"
"176","1970-08","5193"
"177","1970-09","4997"
"178","1970-10","4737"
"179","1970-11","4546"
"180","1970-12","4498"
"181","1971-01","4350"
"182","1971-02","4206"
"183","1971-03","4743"
"184","1971-04","4582"
"185","1971-05","5191"
"186","1971-06","5457"
"187","1971-07","5891"
"188","1971-08","5618"
"189","1971-09","5158"
"190","1971-10","5030"
"191","1971-11","4800"
"192","1971-12","4654"
"193","1972-01","4453"
"194","1972-02","4440"
"195","1972-03","4945"
"196","1972-04","4788"
"197","1972-05","5425"
"198","1972-06","5706"
"199","1972-07","6061"
"200","1972-08","5846"
"201","1972-09","5242"
"202","1972-10","5408"
"203","1972-11","5114"
"204","1972-12","5042"
"205","1973-01","5008"
"206","1973-02","4657"
"207","1973-03","5359"
"208","1973-04","5193"
"209","1973-05","5891"
"210","1973-06","5980"
"211","1973-07","6390"
"212","1973-08","6366"
"213","1973-09","5756"
"214","1973-10","5640"
"215","1973-11","5429"
"216","1973-12","5398"
"217","1974-01","5413"
"218","1974-02","5141"
"219","1974-03","5695"
"220","1974-04","5554"
"221","1974-05","6369"
"222","1974-06","6592"
"223","1974-07","7107"
"224","1974-08","6917"
"225","1974-09","6353"
"226","1974-10","6205"
"227","1974-11","5830"
"228","1974-12","5646"
"229","1975-01","5379"
"230","1975-02","5489"
"231","1975-03","5824"
"232","1975-04","5907"
"233","1975-05","6482"
"234","1975-06","6795"
"235","1975-07","7028"
"236","1975-08","6776"
"237","1975-09","6274"
"238","1975-10","6362"
"239","1975-11","5940"
"240","1975-12","5958"
"241","1976-01","5769"
"242","1976-02","5887"
"243","1976-03","6367"
"244","1976-04","6165"
"245","1976-05","6868"
"246","1976-06","7201"
"247","1976-07","7601"
"248","1976-08","7581"
"249","1976-09","7090"
"250","1976-10","6841"
"251","1976-11","6408"
"252","1976-12","6435"
"253","1977-01","6176"
"254","1977-02","6138"
"255","1977-03","6717"
"256","1977-04","6470"
"257","1977-05","7312"
"258","1977-06","7763"
"259","1977-07","8171"
"260","1977-08","7788"
"261","1977-09","7311"
"262","1977-10","6679"
"263","1977-11","6704"
"264","1977-12","6724"
"265","1978-01","6552"
"266","1978-02","6427"
"267","1978-03","7105"
"268","1978-04","6869"
"269","1978-05","7683"
"270","1978-06","8082"
"271","1978-07","8555"
"272","1978-08","8386"
"273","1978-09","7553"
"274","1978-10","7398"
"275","1978-11","7112"
"276","1978-12","6886"
"277","1979-01","7077"
"278","1979-02","6820"
"279","1979-03","7426"
"280","1979-04","7143"
"281","1979-05","8261"
"282","1979-06","8240"
"283","1979-07","8977"
"284","1979-08","8991"
"285","1979-09","8026"
"286","1979-10","7911"
"287","1979-11","7510"
"288","1979-12","7381"
"289","1980-01","7366"
"290","1980-02","7414"
"291","1980-03","7824"
"292","1980-04","7524"
"293","1980-05","8279"
"294","1980-06","8707"
"295","1980-07","9486"
"296","1980-08","8973"
"297","1980-09","8231"
"298","1980-10","8206"
"299","1980-11","7927"
"300","1980-12","7999"
"301","1981-01","7834"
"302","1981-02","7521"
"303","1981-03","8284"
"304","1981-04","7999"
"305","1981-05","8940"
"306","1981-06","9381"
"307","1981-07","10078"
"308","1981-08","9796"
"309","1981-09","8471"
"310","1981-10","8572"
"311","1981-11","8150"
"312","1981-12","8168"
"313","1982-01","8166"
"314","1982-02","7903"
"315","1982-03","8606"
"316","1982-04","8071"
"317","1982-05","9178"
"318","1982-06","9873"
"319","1982-07","10476"
"320","1982-08","9296"
"321","1982-09","8818"
"322","1982-10","8697"
"323","1982-11","8381"
"324","1982-12","8293"
"325","1983-01","7942"
"326","1983-02","8001"
"327","1983-03","8744"
"328","1983-04","8397"
"329","1983-05","9115"
"330","1983-06","9773"
"331","1983-07","10358"
"332","1983-08","9849"
"333","1983-09","9083"
"334","1983-10","9143"
"335","1983-11","8800"
"336","1983-12","8741"
"337","1984-01","8492"
"338","1984-02","8795"
"339","1984-03","9354"
"340","1984-04","8796"
"341","1984-05","10072"
"342","1984-06","10174"
"343","1984-07","11326"
"344","1984-08","10744"
"345","1984-09","9806"
"346","1984-10","9740"
"347","1984-11","9373"
"348","1984-12","9244"
"349","1985-01","9407"
"350","1985-02","8827"
"351","1985-03","9880"
"352","1985-04","9364"
"353","1985-05","10580"
"354","1985-06","10899"
"355","1985-07","11687"
"356","1985-08","11280"
"357","1985-09","10208"
"358","1985-10","10212"
"359","1985-11","9725"
"360","1985-12","9721"
"361","1986-01","9846"
"362","1986-02","9407"
"363","1986-03","10265"
"364","1986-04","9970"
"365","1986-05","10801"
"366","1986-06","11246"
"367","1986-07","12167"
"368","1986-08","11578"
"369","1986-09","10645"
"370","1986-10","10613"
"371","1986-11","10104"
"372","1986-12","10348"
"373","1987-01","10263"
"374","1987-02","9973"
"375","1987-03","10803"
"376","1987-04","10409"
"377","1987-05","11458"
"378","1987-06","11845"
"379","1987-07","12559"
"380","1987-08","12070"
"381","1987-09","11221"
"382","1987-10","11338"
"383","1987-11","10761"
"384","1987-12","11012"
"385","1988-01","10923"
"386","1988-02","10790"
"387","1988-03","11427"
"388","1988-04","10788"
"389","1988-05","11772"
"390","1988-06","12104"
"391","1988-07","12634"
"392","1988-08","12772"
"393","1988-09","11764"
"394","1988-10","11956"
"395","1988-11","11646"
"396","1988-12","11750"
"397","1989-01","11485"
"398","1989-02","11198"
"399","1989-03","12265"
"400","1989-04","11704"
"401","1989-05","12419"
"402","1989-06","13259"
"403","1989-07","13945"
"404","1989-08","13839"
"405","1989-09","12387"
"406","1989-10","12546"
"407","1989-11","12038"
"408","1989-12","11977"
"409","1990-01","12336"
"410","1990-02","11793"
"411","1990-03","12877"
"412","1990-04","11923"
"413","1990-05","13306"
"414","1990-06","13988"
"415","1990-07","14002"
"416","1990-08","14336"
"417","1990-09","12867"
"418","1990-10","12721"
"419","1990-11","12449"
"420","1990-12","12686"
"421","1991-01","12810"
"422","1991-02","12015"
"423","1991-03","12888"
"424","1991-04","12431"
"425","1991-05","13499"
"426","1991-06","13014"
"427","1991-07","14296"
"428","1991-08","14125"
"429","1991-09","12817"
"430","1991-10","12862"
"431","1991-11","12449"
"432","1991-12","12489"
"433","1992-01","12621"
"434","1992-02","12380"
"435","1992-03","13023"
