"","V1","V2"
"101","1964-05","2785"
"102","1964-06","3039"
"103","1964-07","3229"
"104","1964-08","3070"
"105","1964-09","2659"
"106","1964-10","2543"
"107","1964-11","2237"
"108","1964-12","2142"
"109","1965-01","1962"
"110","1965-02","1910"
"111","1965-03","2216"
"112","1965-04","2437"
"113","1965-05","2817"
"114","1965-06","3123"
"115","1965-07","3345"
"116","1965-08","3112"
"117","1965-09","2659"
"118","1965-10","2469"
"119","1965-11","2332"
"120","1965-12","2110"
"121","1966-01","1910"
"122","1966-02","1941"
"123","1966-03","2216"
"124","1966-04","2342"
"125","1966-05","2923"
"126","1966-06","3229"
"127","1966-07","3513"
"128","1966-08","3355"
"129","1966-09","2849"
"130","1966-10","2680"
"131","1966-11","2395"
"132","1966-12","2205"
"133","1967-01","1994"
"134","1967-02","1952"
"135","1967-03","2290"
"136","1967-04","2395"
"137","1967-05","2965"
"138","1967-06","3239"
"139","1967-07","3608"
"140","1967-08","3524"
"141","1967-09","3018"
"142","1967-10","2648"
"143","1967-11","2363"
"144","1967-12","2247"
"145","1968-01","1994"
"146","1968-02","1941"
"147","1968-03","2258"
"148","1968-04","2332"
"149","1968-05","3323"
"150","1968-06","3608"
"151","1968-07","3957"
"152","1968-08","3672"
"153","1968-09","3155"
"154","1968-10","2933"
"155","1968-11","2585"
"156","1968-12","2384"
"157","1969-01","2057"
"158","1969-02","2100"
"159","1969-03","2458"
"160","1969-04","2638"
"161","1969-05","3292"
"162","1969-06","3724"
"163","1969-07","4652"
"164","1969-08","4379"
"165","1969-09","4231"
"166","1969-10","3756"
"167","1969-11","3429"
"168","1969-12","3461"
"169","1970-01","3345"
"170","1970-02","4220"
"171","1970-03","4874"
"172","1970-04","5064"
"173","1970-05","5951"
"174","1970-06","6774"
"175","1970-07","7997"
"176","1970-08","7523"
"177","1970-09","7438"
"178","1970-10","6879"
"179","1970-11","6489"
"180","1970-12","6288"
"181","1971-01","5919"
"182","1971-02","6183"
"183","1971-03","6594"
"184","1971-04","6489"
"185","1971-05","8040"
"186","1971-06","9715"
"187","1971-07","9714"
"188","1971-08","9756"
"189","1971-09","8595"
"190","1971-10","7861"
"191","1971-11","7753"
"192","1971-12","8154"
"193","1972-01","7778"
"194","1972-02","7402"
"195","1972-03","8903"
"196","1972-04","9742"
"197","1972-05","11372"
"198","1972-06","12741"
"199","1972-07","13733"
"200","1972-08","13691"
"201","1972-09","12239"
"202","1972-10","12502"
"203","1972-11","11241"
"204","1972-12","10829"
"205","1973-01","11569"
"206","1973-02","10397"
"207","1973-03","12493"
"208","1973-04","11962"
"209","1973-05","13974"
"210","1973-06","14945"
"211","1973-07","16805"
"212","1973-08","16587"
"213","1973-09","14225"
"214","1973-10","14157"
"215","1973-11","13016"
"216","1973-12","12253"
"217","1974-01","11704"
"218","1974-02","12275"
"219","1974-03","13695"
"220","1974-04","14082"
"221","1974-05","16555"
"222","1974-06","17339"
"223","1974-07","17777"
"224","1974-08","17592"
"225","1974-09","16194"
"226","1974-10","15336"
"227","1974-11","14208"
"228","1974-12","13116"
"229","1975-01","12354"
"230","1975-02","12682"
"231","1975-03","14141"
"232","1975-04","14989"
"233","1975-05","16159"
"234","1975-06","18276"
"235","1975-07","19157"
"236","1975-08","18737"
"237","1975-09","17109"
"238","1975-10","17094"
"239","1975-11","15418"
"240","1975-12","14312"
"241","1976-01","13260"
"242","1976-02","14990"
"243","1976-03","15975"
"244","1976-04","16770"
"245","1976-05","19819"
"246","1976-06","20983"
"247","1976-07","22001"
"248","1976-08","22337"
"249","1976-09","20750"
"250","1976-10","19969"
"251","1976-11","17293"
"252","1976-12","16498"
"253","1977-01","15117"
"254","1977-02","16058"
"255","1977-03","18137"
"256","1977-04","18471"
"257","1977-05","21398"
"258","1977-06","23854"
"259","1977-07","26025"
"260","1977-08","25479"
"261","1977-09","22804"
"262","1977-10","19619"
"263","1977-11","19627"
"264","1977-12","18488"
"265","1978-01","17243"
"266","1978-02","18284"
"267","1978-03","20226"
"268","1978-04","20903"
"269","1978-05","23768"
"270","1978-06","26323"
"271","1978-07","28038"
"272","1978-08","26776"
"273","1978-09","22886"
"274","1978-10","22813"
"275","1978-11","22404"
"276","1978-12","19795"
"277","1979-01","18839"
"278","1979-02","18892"
"279","1979-03","20823"
"280","1979-04","22212"
"281","1979-05","25076"
"282","1979-06","26884"
"283","1979-07","30611"
"284","1979-08","30228"
"285","1979-09","26762"
"286","1979-10","25885"
"287","1979-11","23328"
"288","1979-12","21930"
"289","1980-01","21433"
"290","1980-02","22369"
"291","1980-03","24503"
"292","1980-04","25905"
"293","1980-05","30605"
"294","1980-06","34984"
"295","1980-07","37060"
"296","1980-08","34502"
"297","1980-09","31793"
"298","1980-10","29275"
"299","1980-11","28305"
"300","1980-12","25248"
"301","1981-01","27730"
"302","1981-02","27424"
"303","1981-03","32684"
"304","1981-04","31366"
"305","1981-05","37459"
"306","1981-06","41060"
"307","1981-07","43558"
"308","1981-08","42398"
"309","1981-09","33827"
"310","1981-10","34962"
"311","1981-11","33480"
"312","1981-12","32445"
"313","1982-01","30715"
"314","1982-02","30400"
"315","1982-03","31451"
"316","1982-04","31306"
"317","1982-05","40592"
"318","1982-06","44133"
"319","1982-07","47387"
"320","1982-08","41310"
"321","1982-09","37913"
"322","1982-10","34355"
"323","1982-11","34607"
"324","1982-12","28729"
"325","1983-01","26138"
"326","1983-02","30745"
"327","1983-03","35018"
"328","1983-04","34549"
"329","1983-05","40980"
"330","1983-06","42869"
"331","1983-07","45022"
"332","1983-08","40387"
"333","1983-09","38180"
"334","1983-10","38608"
"335","1983-11","35308"
"336","1983-12","30234"
"337","1984-01","28801"
"338","1984-02","33034"
"339","1984-03","35294"
"340","1984-04","33181"
"341","1984-05","40797"
"342","1984-06","42355"
"343","1984-07","46098"
"344","1984-08","42430"
"345","1984-09","41851"
"346","1984-10","39331"
"347","1984-11","37328"
"348","1984-12","34514"
"349","1985-01","32494"
"350","1985-02","33308"
"351","1985-03","36805"
"352","1985-04","34221"
"353","1985-05","41020"
"354","1985-06","44350"
"355","1985-07","46173"
"356","1985-08","44435"
"357","1985-09","40943"
"358","1985-10","39269"
"359","1985-11","35901"
"360","1985-12","32142"
"361","1986-01","31239"
"362","1986-02","32261"
"363","1986-03","34951"
"364","1986-04","38109"
"365","1986-05","43168"
"366","1986-06","45547"
"367","1986-07","49568"
"368","1986-08","45387"
"369","1986-09","41805"
"370","1986-10","41281"
"371","1986-11","36068"
"372","1986-12","34879"
"373","1987-01","32791"
"374","1987-02","34206"
"375","1987-03","39128"
"376","1987-04","40249"
"377","1987-05","43519"
"378","1987-06","46137"
"379","1987-07","56709"
"380","1987-08","52306"
"381","1987-09","49397"
"382","1987-10","45500"
"383","1987-11","39857"
"384","1987-12","37958"
"385","1988-01","35567"
"386","1988-02","37696"
"387","1988-03","42319"
"388","1988-04","39137"
"389","1988-05","47062"
"390","1988-06","50610"
"391","1988-07","54457"
"392","1988-08","54435"
"393","1988-09","48516"
"394","1988-10","43225"
"395","1988-11","42155"
"396","1988-12","39995"
"397","1989-01","37541"
"398","1989-02","37277"
"399","1989-03","41778"
"400","1989-04","41666"
"401","1989-05","49616"
"402","1989-06","57793"
"403","1989-07","61884"
"404","1989-08","62400"
"405","1989-09","50820"
"406","1989-10","51116"
"407","1989-11","45731"
"408","1989-12","42528"
"409","1990-01","40459"
"410","1990-02","40295"
"411","1990-03","44147"
"412","1990-04","42697"
"413","1990-05","52561"
"414","1990-06","56572"
"415","1990-07","56858"
"416","1990-08","58363"
"417","1990-09","45627"
"418","1990-10","45622"
"419","1990-11","41304"
"420","1990-12","36016"
"421","1991-01","35592"
"422","1991-02","35677"
"423","1991-03","39864"
"424","1991-04","41761"
"425","1991-05","50380"
"426","1991-06","49129"
"427","1991-07","55066"
"428","1991-08","55671"
"429","1991-09","49058"
"430","1991-10","44503"
"431","1991-11","42145"
"432","1991-12","38698"
"433","1992-01","38963"
"434","1992-02","38690"
"435","1992-03","39792"
