"","V1","V2"
"364","1986-04","547"
"365","1986-05","585"
"366","1986-06","562"
"367","1986-07","520"
"368","1986-08","581"
"369","1986-09","590"
"370","1986-10","562"
"371","1986-11","548"
"372","1986-12","567"
"373","1987-01","542"
"374","1987-02","473"
"375","1987-03","531"
"376","1987-04","462"
"377","1987-05","479"
"378","1987-06","533"
"379","1987-07","552"
"380","1987-08","547"
"381","1987-09","562"
"382","1987-10","524"
"383","1987-11","479"
"384","1987-12","445"
"385","1988-01","406"
"386","1988-02","475"
"387","1988-03","589"
"388","1988-04","495"
"389","1988-05","484"
"390","1988-06","536"
"391","1988-07","555"
"392","1988-08","565"
"393","1988-09","564"
"394","1988-10","573"
"395","1988-11","569"
"396","1988-12","588"
"397","1989-01","546"
"398","1989-02","508"
"399","1989-03","560"
"400","1989-04","558"
"401","1989-05","516"
"402","1989-06","549"
"403","1989-07","595"
"404","1989-08","586"
"405","1989-09","597"
"406","1989-10","592"
"407","1989-11","538"
"408","1989-12","590"
"409","1990-01","576"
"410","1990-02","451"
"411","1990-03","538"
"412","1990-04","555"
"413","1990-05","532"
"414","1990-06","530"
"415","1990-07","553"
"416","1990-08","626"
"417","1990-09","601"
"418","1990-10","573"
"419","1990-11","569"
"420","1990-12","562"
"421","1991-01","468"
"422","1991-02","483"
"423","1991-03","460"
"424","1991-04","411"
"425","1991-05","458"
"426","1991-06","455"
"427","1991-07","600"
"428","1991-08","605"
"429","1991-09","545"
"430","1991-10","549"
"431","1991-11","415"
"432","1991-12","568"
"433","1992-01","577"
"434","1992-02","517"
"435","1992-03","558"
