"","V1","V2"
"111","1970-09","34085"
"112","1970-10","34176"
"113","1970-11","35892"
"114","1970-12","29240"
"115","1971-01","13926"
"116","1971-02","31083"
"117","1971-03","34678"
"118","1971-04","31040"
"119","1971-05","32569"
"120","1971-06","29654"
"121","1971-07","35592"
"122","1971-08","39652"
"123","1971-09","39674"
"124","1971-10","37991"
"125","1971-11","38817"
"126","1971-12","26566"
"127","1972-01","11239"
"128","1972-02","20202"
"129","1972-03","33683"
"130","1972-04","30653"
"131","1972-05","37288"
"132","1972-06","36104"
"133","1972-07","33151"
"134","1972-08","36336"
"135","1972-09","31696"
"136","1972-10","35065"
"137","1972-11","33313"
"138","1972-12","27114"
"139","1973-01","16503"
"140","1973-02","31871"
"141","1973-03","36661"
"142","1973-04","29520"
"143","1973-05","34157"
"144","1973-06","27015"
"145","1973-07","31567"
"146","1973-08","40177"
"147","1973-09","35742"
"148","1973-10","37479"
"149","1973-11","31978"
"150","1973-12","28722"
"151","1974-01","12965"
"152","1974-02","33563"
"153","1974-03","36023"
"154","1974-04","33655"
"155","1974-05","37889"
"156","1974-06","35260"
"157","1974-07","38718"
"158","1974-08","35226"
"159","1974-09","36954"
"160","1974-10","36332"
"161","1974-11","30602"
"162","1974-12","23016"
"163","1975-01","10704"
"164","1975-02","27891"
"165","1975-03","26589"
"166","1975-04","29007"
"167","1975-05","34787"
"168","1975-06","31563"
"169","1975-07","33175"
"170","1975-08","31008"
"171","1975-09","34097"
"172","1975-10","35598"
"173","1975-11","28769"
"174","1975-12","27779"
"175","1976-01","10284"
"176","1976-02","31740"
"177","1976-03","35850"
"178","1976-04","29464"
"179","1976-05","35950"
"180","1976-06","34625"
"181","1976-07","32752"
"182","1976-08","32645"
"183","1976-09","39380"
"184","1976-10","35709"
"185","1976-11","38089"
"186","1976-12","28543"
"187","1977-01","8100"
"188","1977-02","29545"
"189","1977-03","33671"
"190","1977-04","26963"
"191","1977-05","33047"
"192","1977-06","28828"
"193","1977-07","27306"
"194","1977-08","29387"
"195","1977-09","28764"
"196","1977-10","13744"
"197","1977-11","33166"
"198","1977-12","23874"
"199","1978-01","10892"
"200","1978-02","28540"
"201","1978-03","31090"
"202","1978-04","27450"
"203","1978-05","32522"
"204","1978-06","28657"
"205","1978-07","31845"
"206","1978-08","25093"
"207","1978-09","31514"
"208","1978-10","34693"
"209","1978-11","36431"
"210","1978-12","27762"
"211","1979-01","10545"
"212","1979-02","32313"
"213","1979-03","36743"
"214","1979-04","26972"
"215","1979-05","43134"
"216","1979-06","38029"
"217","1979-07","37981"
"218","1979-08","40268"
"219","1979-09","35586"
"220","1979-10","38296"
"221","1979-11","37737"
"222","1979-12","25584"
"223","1980-01","9305"
"224","1980-02","30470"
"225","1980-03","28923"
"226","1980-04","22534"
"227","1980-05","30937"
"228","1980-06","25711"
"229","1980-07","31002"
"230","1980-08","25877"
"231","1980-09","29124"
"232","1980-10","30547"
"233","1980-11","28683"
"234","1980-12","24935"
"235","1981-01","10951"
"236","1981-02","28835"
"237","1981-03","28764"
"238","1981-04","25863"
"239","1981-05","32391"
"240","1981-06","32131"
"241","1981-07","34359"
"242","1981-08","33641"
"243","1981-09","32368"
"244","1981-10","28172"
"245","1981-11","36915"
"246","1981-12","33994"
"247","1982-01","10980"
"248","1982-02","30891"
"249","1982-03","39417"
"250","1982-04","29767"
"251","1982-05","35858"
"252","1982-06","37866"
"253","1982-07","38794"
"254","1982-08","38836"
"255","1982-09","34065"
"256","1982-10","30978"
"257","1982-11","28700"
"258","1982-12","22826"
"259","1983-01","3824"
"260","1983-02","29054"
"261","1983-03","29359"
"262","1983-04","23272"
"263","1983-05","27599"
"264","1983-06","27378"
"265","1983-07","29487"
"266","1983-08","31917"
"267","1983-09","30937"
"268","1983-10","28290"
"269","1983-11","32333"
"270","1983-12","23789"
"271","1984-01","11410"
"272","1984-02","28432"
"273","1984-03","35260"
"274","1984-04","24786"
"275","1984-05","36765"
"276","1984-06","28910"
"277","1984-07","34863"
"278","1984-08","37495"
"279","1984-09","34093"
"280","1984-10","35150"
"281","1984-11","35702"
"282","1984-12","27527"
"283","1985-01","10619"
"284","1985-02","29035"
"285","1985-03","32961"
"286","1985-04","27045"
"287","1985-05","36310"
"288","1985-06","35012"
"289","1985-07","41778"
"290","1985-08","39642"
"291","1985-09","35529"
"292","1985-10","39332"
"293","1985-11","32667"
"294","1985-12","23833"
"295","1986-01","11861"
"296","1986-02","27545"
"297","1986-03","28654"
"298","1986-04","23425"
"299","1986-05","31149"
"300","1986-06","29349"
"301","1986-07","32447"
"302","1986-08","27964"
"303","1986-09","27242"
"304","1986-10","27754"
"305","1986-11","27760"
"306","1986-12","22540"
"307","1987-01","6509"
"308","1987-02","25787"
"309","1987-03","25270"
"310","1987-04","24136"
"311","1987-05","29324"
"312","1987-06","25324"
"313","1987-07","31107"
"314","1987-08","28441"
"315","1987-09","29368"
"316","1987-10","29753"
"317","1987-11","29766"
"318","1987-12","25143"
"319","1988-01","6924"
"320","1988-02","25208"
"321","1988-03","31310"
"322","1988-04","21004"
"323","1988-05","28488"
"324","1988-06","28281"
"325","1988-07","25982"
"326","1988-08","31366"
"327","1988-09","30754"
"328","1988-10","30073"
"329","1988-11","34085"
"330","1988-12","23814"
"331","1989-01","7948"
"332","1989-02","27228"
"333","1989-03","26614"
"334","1989-04","27316"
"335","1989-05","33016"
"336","1989-06","34944"
"337","1989-07","32648"
"338","1989-08","36304"
"339","1989-09","35466"
"340","1989-10","35087"
"341","1989-11","36145"
"342","1989-12","24188"
"343","1990-01","12666"
"344","1990-02","32639"
"345","1990-03","36836"
"346","1990-04","30062"
"347","1990-05","40064"
"348","1990-06","33938"
"349","1990-07","37135"
"350","1990-08","35167"
"351","1990-09","23985"
"352","1990-10","30063"
"353","1990-11","28225"
"354","1990-12","20138"
"355","1991-01","11963"
"356","1991-02","25019"
"357","1991-03","22129"
"358","1991-04","21881"
"359","1991-05","30241"
"360","1991-06","24715"
"361","1991-07","26661"
"362","1991-08","27651"
"363","1991-09","22303"
"364","1991-10","25989"
"365","1991-11","23870"
"366","1991-12","16001"
"367","1992-01","11055"
"368","1992-02","21181"
"369","1992-03","25467"
